2025-12-08 22:22:21 | INFO     | __main__ | ======================================================================
2025-12-08 22:22:21 | INFO     | __main__ | MASK PIPELINE: Character Face Replacement with EACPS
2025-12-08 22:22:21 | INFO     | __main__ | ======================================================================
2025-12-08 22:22:21 | INFO     | __main__ | Checking GPU availability...
2025-12-08 22:22:22 | INFO     | __main__ | Using devices: ['cuda:0']
2025-12-08 22:22:22 | INFO     | __main__ | Label Studio: http://localhost:8080
2025-12-08 22:22:22 | INFO     | __main__ | Source: project-label.json
2025-12-08 22:22:22 | INFO     | __main__ | Devices: ['cuda:0']
2025-12-08 22:22:22 | INFO     | __main__ | EACPS: k_global=4, m_global=2, k_local=2
2025-12-08 22:22:22 | INFO     | __main__ | Output: outputs/mask_results
2025-12-08 22:22:22 | INFO     | __main__ | Reading tasks from file: project-label.json
2025-12-08 22:22:22 | INFO     | __main__ |   Loaded 150 valid tasks from file
2025-12-08 22:22:22 | INFO     | __main__ | Total: 150 tasks from file
2025-12-08 22:22:22 | INFO     | __main__ | Unique characters: 24
2025-12-08 22:22:22 | INFO     | __main__ |   - Aman: 9 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Ashwin: 6 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Ashwin Jogi: 7 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Daniel D: 5 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Deepali Mishra: 2 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Hrivaan rameshvar: 8 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Ishanya Rabha: 7 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Ishwar Singh: 6 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Laasya Jain: 7 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Marie Flint: 9 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Mythira: 6 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Nischay Sen: 6 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Pritam: 4 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Rana Khakira: 8 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Ridika Pillai: 7 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Rohit Sawant: 11 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Roshan: 4 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Samar Sethi: 7 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Samiksha Singh: 4 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Sandeep Khanna: 3 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Savin Devadiga: 6 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Siya: 7 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Suraj: 5 tasks
2025-12-08 22:22:22 | INFO     | __main__ |   - Veeransh Sharma: 6 tasks
2025-12-08 22:22:22 | INFO     | __main__ | Filtered to 1 tasks by ID
2025-12-08 22:22:22 | INFO     | __main__ | Downloading images...
2025-12-08 22:22:22 | INFO     | __main__ |   [1/1] Task 71651078: Suraj
2025-12-08 22:22:22 | DEBUG    | urllib3.connectionpool | Starting new HTTPS connection (1): content.dashtoon.ai:443
2025-12-08 22:22:22 | DEBUG    | urllib3.connectionpool | https://content.dashtoon.ai:443 "GET /user-uploaded-images/c1bdfee2-6101-4758-a768-d458c10e1eab.webp HTTP/1.1" 200 1162450
2025-12-08 22:22:23 | DEBUG    | PIL.Image | Importing AvifImagePlugin
2025-12-08 22:22:23 | DEBUG    | PIL.Image | Importing BlpImagePlugin
2025-12-08 22:22:23 | DEBUG    | PIL.Image | Importing BmpImagePlugin
2025-12-08 22:22:23 | DEBUG    | PIL.Image | Importing BufrStubImagePlugin
2025-12-08 22:22:23 | DEBUG    | PIL.Image | Importing CurImagePlugin
2025-12-08 22:22:23 | DEBUG    | PIL.Image | Importing DcxImagePlugin
2025-12-08 22:22:23 | DEBUG    | PIL.Image | Importing DdsImagePlugin
2025-12-08 22:22:23 | DEBUG    | PIL.Image | Importing EpsImagePlugin
2025-12-08 22:22:23 | DEBUG    | PIL.Image | Importing FitsImagePlugin
2025-12-08 22:22:23 | DEBUG    | PIL.Image | Importing FliImagePlugin
2025-12-08 22:22:23 | DEBUG    | PIL.Image | Importing FpxImagePlugin
2025-12-08 22:22:23 | DEBUG    | PIL.Image | Image: failed to import FpxImagePlugin: No module named 'olefile'
